review,label
还没有使用过就就要去维修店维修。打印超慢。不知道一分钟能否打10张纸出来不。,1
不懂这个东西，但是关注很久了。手表走时还比较准，第一晚慢了6秒，一周慢了10秒。但是包装盒太low了，感觉档次太low。包装盒里边居然有2本说明书，我也是醉了。,2
总体还可以吧，宝宝喜欢抱着它。就是感觉里面的铃铛不太灵活。,2
给我发的是次品货，锅的边沿有破损，价格却是全新品价，心里不爽，作为亚马逊的老顾客，还是第一次遇到。,1
包装简单，防撞泡棉都没有，发货慢，咨询问题完全不反馈不回复，催单也没用，物流也很慢，一周才到的货。,0
嗯嗯总的来说感觉还不错，不过这表盘为什么感觉那么小，为什么。。。。,1
第1、3册很好，第二册印刷质量有很大问题，不知是不是老版的缘故,0
很实用。别看只有11块钱，是真的实用。里面有很多亲子互动游戏，帮助妈妈与宝宝一起成长。,2
一般吧，非常难安装，费了好大劲，还不知道会不会把机身擦坏，后背的质感很差很一半，软塑料，侧面金属框的手感有点毛刺，扎手，总的来说，不是特别精致,1
大部分图片是黑白的，难分辨，参考价值大降。,1
哈哈，用了3年了，质量很不错，一直随身携带，,2
21号买的书。现在还没到。联系卖家。卖家居然说书掉了。 需要我提供支付宝账号密码。 我想请问你们在搞笑吗,0
包装特别差，回来有破损脏污，信任亚马逊所以一直买亚马逊的书，也请克服能负责任一点，好歹给个好点的包装，保护好书。,0
本来看完序觉得说的真好，后来越看越难受，书是好书，就是语言有点硌得慌，半文言半白话,1
经过调解可以磨出恰到好处粗细的咖啡粉，不过这个磨豆机设计的比较轻，磨豆的时候容易不稳晃动。,2
之前家里的98年版的不见了，今天心血来潮买了本新的。怎么说呢，作为广东人，自己有很多字的确也是不会读；而且对于保护粤语，了解粤文化也是有帮助的。很好。,2
非常搞笑，可以放松一下，很久没有看漫画了,2
不错的书，值得一读。谢谢作者，向军人致敬,2
2013年11月4日------2015年5月6日。一年半多？ 嗯音质还是可以的。,2
不知道超市多少钱，货到付款，省时省力。很不错哦。而且还有满减活动。,2
键盘收到了，质量很好，是正品，物流也很快。赞一个,2
但是看过原版之后会无法忍受这个翻译。 作者无法把原文亨利勋爵的语气翻译出来，也许谁也不行。 王尔德至上。,2
看着还是很洋气，但穿着脚心毛有落实，所以不是太舒服,1
目前还没看内容 内容以后再做评价,1
made in china，发货的箱子是灰色的箱子，不是原装的箱子,1
当时看到这书的外表，觉得如此装潢的书，内容肯定不错。结果却事与愿违，翻译生涩，让人看不下去。 用儿子的话说，适合放在书橱里装门面。,1
偶然发现了这本书，看了一遍觉得很适合我这种初学者，英文原版才好。还有一本和他是同一个系列的，我没看过，但是看评价应该也很好，叫做Python Crash Course。,2
左右2边的立柱居然孔距不一样，上面板就发现了。一个距地面6.2CM，一个距地面6.5CM。 明显一高一矮，仔细看了面板的孔，4个孔明显不在一个平面上。不如世纪家园的做工。。。很差劲。装好了。明显不平衡。本来是想退的。老妈说算了。没办法直接在下面垫纸张才平衡。。。,1
差评差评差评！！！亚马逊客户形同虚设，投诉无门被拦截，订单至今未结束，我的货物在哪里？？？,0
质量一般般，有一孔没有，要我自己打。还有还没收到快件时，就降价了40多，而且不给补差价。不建议买,0
色差比较严重，整个都发黑了，想退货又发现退到手里只有几十，倒霉的,0
国内第一本全面使用格林法则处理词根的书籍。内容丰富、完整，不能用格林法则处理的词根也都被列出。所列例词是各种考试（从四级到 GRE）所需的核心词汇，而超出 GRE 范畴的偏僻词汇不予列出（这一点和其他词根书形成鲜明的对比）。可配合刘毅的《英文字根字典》（第四版）使用，前者用来精读，后者用来复习和检验学习成果。,2
比同尺寸24个月的略小一些，后背里面的部分也是星星的，很扎，不舒服，不建议购买,1
很实用，唯一遗憾是不能蒸汽消毒，不知道别的牌子的奶瓶夹是不是也这样,2
和照片没什么差别 至于是正版还是高仿 我也分不清楚啊 不过还是不错,2
不错，身高165cm 体重67KG 购买的M号偏大，S号会合适点。衣服和袖子长了点。,2
箱内底层没有硬隔层，两个拉杆突兀出来。不是万向轮。密码坏了，修改不了。,1
一直挺喜欢亚马逊的，但是这次购书申论的真题试卷中少了好几套，这个售后应该找谁反应问题呢？,1
这瓶芝麻油 质量刚及格。我怀疑有添加其他的油！菜籽油 或什么的。,1
不知道是什么原因，使用两罐以后我的途安油耗居然比以前高了不少，原因有待查证。,1
书很好就是对于亚马逊的配送很失望，我地址在上海市区，14号下单，，18号晚上收到，快递员手机欠费一刚…打配送中心电话全天占线，让人怀疑是故意不接的,0
两星给排版，kindle 6寸屏幕做这么大的行间距？,1
内容很散，缺乏重点。也没有一条叙事主线。基本上是乱枪打鸟的写法。,1
样子是不错，但是内部和鞋底特别硬，穿着磨脚,1
一点用都没有，密封不严，还憋气，千万不要买呀！,0
还可以，值得买。就是衣服有些偏小。建议大一号,2
自己爆掉了 什么也没动 放在那里就听见一声巨响 还好没伤到人 赶快把剩下的全仍了,0
里面连纸的地方有三处，封皮处包装有问题。。物流也有问题，压烂了。。亚马逊买了不少书，第一次遇到这样。。。,1
只是告诉你R里有什么函数，怎么用，R语言的基本语法和结构都没说清楚，不喜欢这种风格。,1
这个包真的可以入手，手感摸着很舒服。里面隔层设计的很完美，价格要是低点就好了。,2
物流很准时，但是商品本身让我很失望，情人节送人的却发现一点也不好吃！！！,0
妈妈说20岁就不要看了，那么什么年龄看呢？,2
今年高二了，目标是北大，还想学国学，这本书就是入门书了。我先干了。,2
我也遇到一样的问题，才用了半年一边就突然不响了，怎么办？能否保修？,0
这本书说来说去也没说解决方法，看来没有用,0
马克.吕布，通过这本书让我进一步了解了这位拍了半个世纪中国的西方摄影家。,2
有错别字，肯定不是正版的，不过不影响阅读。,1
书是很不错的，但是这次的购物体验0分 商品包装极其劣质，一个塑料袋，拿到的时候已经破损，书一半露在外面。书封面有明显污迹，书页极薄，让人怀疑是不是正版。封面页已经明显开胶，显然发货时明显没有看，凭着良心给个差评。,0
能说什么呢？ 差评滚粗， 从来没买过这么差的产品， 还是要给婴幼儿用的， 你们的良心不会痛吗??????,0
拿到实体店去鉴定发现邮寄来的保修卡竟然和国内买的不一样，打电话给施华洛世奇的客服，客服说可能买到假货了，找亚马逊要保修卡，邮来了一个盖印小卡片，拿到实体店再去鉴定，实体店说修不了，和亚马逊沟通一开始说他们也没有办法，谁叫你不走运，休不了也换不了，再往后联系就没有任何回复了。亚马逊你这么一个全球知名的品牌在就干这样的事，卖假货，还不承认。,0
不错的书，女儿看完，拿回去学校，大班的同学都抢着要借，很适合一二年级的学生看,2
宝贝做工精致，与描述相符，很满意，下次还会来的！,1
味道没的说，很浓郁，不过后来在其他地方买到的便宜很多，虽然日子比较接近,2
此书大篇幅都是在照抄原文，点评很少而且评论很老生常谈，如果你之前已经看过很多红楼评论，不用看这本了。我已经打算把这本书捐给图书馆了。,1
书籍很好，包装精美，至于内容的话，对于培养系统性逻辑性思维，麦肯锡的这套理念非常有用。建议可以把这一套三本都入手。,1
总体来说不错，听音乐标记棒，，降噪当面稍差，触控没习惯呢老是误操作,2
感觉无功无过吧。。。这个价格也不要要求啥。。。,1
酒精味有点重，喷雾很方便，防晒效果还是可以,1
以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，最重要的是，不用认真的评论了，不用想还差多少字，直接发出就可以了，推荐给大家！！,2
果断差评，购买商品不给开发票，还抵赖说查不到订单，不是从他家买的。睁眼说瞎话的本事超赞！,0
嗯内容还是挺老的，在网上找找也差不多，买一本书可能还是并不是很必要,1
这个应该是真的 跟我自己在日亚上淘的一样 自己在日亚上买回来的外包装上也有汉语的信息 看着应该是用日语 英语 汉语 韩语这四种语言介绍这个产品的，就像说明书一样。,2
很好的，不过现在亚马逊派送的快递都不要签名签收了。要是被别人领了怎么办？快递也太不负责了吧。,2
书没有包装，送到的时候都有折痕了，然后书纸张的质量不是很好，比较粗糙。不是很满意。,0
这本书的内容有点复杂，如果是开甜品店追求特色还可以用用，一般爱好者的话，感觉有点复杂！,2
没有图片上好看，但还算与图片基本一致，就是鞋形前端偏肥，不是很收脚，鞋底比较软，透气性差些，整体感觉性价比略偏低。,1
这个口味要慎重选择，不只是不好喝，而且不好闻。 还是选择其他口味的吧,0
水箱有股塑料味，水在里面放段时间倒出来也带塑料味，不知道会不会影响宝宝啊，有点不太敢用了啊。,1
书发过来封面染色，缺角，包装袋上满是泥水,0
和原装的内存相比，金条的颜色较浅，怀疑是山寨货！,1
诶？我评过了啊？怎么又要评？还没用，最近一段时间都下雨潮湿，价格比天猫旗舰店的贵～,2
书上说附电子教案，可是按照提示进入机械工业出版社，必须要以教师身份注册，经审核后才能登录下载。对我们这些学生来说很不人性化，建议卓越网能为下载提供便利。 而且，一输入封面所提供的网页地址，连网页都打不开。换了浏览器，同样地打不开，...............。当时差不多就冲“价格理论及其应用:决策、市场与信息(原书第7版)(附电子教案) ”中的“电子教案”而下手，满以为应该有个光盘“什么的，结果什么都没有，还好端端的弄坏了心情，............. 然后，在大星级时，有一点犯难，”星级，打给书本本身的内容呢，还是给出版社的这种行为呢“，..........,0
没读过正史，但感觉节略太多，确实在位60年，连篇累牍就失了趣味，但总感觉个别地方不连贯，尤其后两卷,1
题目标新立异，文章从开头就给了人们一个大大的疑问，爷爷为什么一定要离婚。名字的幽默感让通篇小说充满了趣味性。疑惑，解惑。温情，激情。没有大道理，有着生活的点滴和人伦。值得一读。,2
非常好，也很快。就是我自己把书买错了。哈哈哈哈哈哈,2
八十年代出过一本《走下神坛》，现在又送回去了。,1
开始觉得不能加温度高的水，但是用的时候发现放温水保温时间也很长，夏天放冰水，也很实用。,2
东西买回来一直没有用。女儿过了很久才开始拼装，结果发现缺少零件。哎，可惜过了退货时间。不知道有没有配件买,1
这两天刚好很热，宝宝三个月坐上去，后背也不会湿！透满分！,2
很好用 之前头发很枯燥，用了好很多,2
没看过第一部，不评价这个作者，但是这部书简直是玛丽苏标准故事，开头烂到极致，导致我第一个案件都没看完就想删书了，浪费我kindle的电。,0
买的补水的，送了几个小样面膜有祛斑和祛痘印的，用了三次，感觉补水效果还是有的，用了之后第二天皮肤没有原来那么干了，但是感觉又有点油油的，而且感觉整个面色有点偏黄。,2
东西还可以，但快递太慢了，即便由于是双十一，也比其他的慢多了。 供货方发货，不是亚马逊直接发货，说好的“由亚马逊直接销售和发货”呢？,1
味道应该说是蛮不错的，但是，都是碎的啊，我一直都以为亚马逊的物流是挺不错的，饼干不是碎了几块而已，都成渣了要，只有少数是完整的，我怀疑商家是把积压的货发给我了,1
《痴人》说的是练气功练得走火入魔的事情，它的现实意义到现在也不过时。另外的三个中篇，那些没正经的对白，在八十年代读肯定特逗特奇葩，可是现在看起来，不是很搞笑了。而且我也不喜欢他那么调侃当作家的，有些作家非常让人尊敬的，比如路遥、方方。 再次印证了有关幽默的一个观点：以语言本身取胜的幽默是小幽默；以情节取胜的幽默是大幽默，真正的幽默，不会因时代变化而淡化。,2
伞很重，质量应该很好，但是特别小，1.2m本来就是很小的伞，你们不该拿出来宣传，让人以为很大似的！,1
要求退货 现在还没有 办理 请跟我联系谢谢,0
枯燥乏味的书，也许更适合记者啊什么的买来当个专业书研究一下吧，对于一个普通的只是喜欢文字，同时又希望自己的文字能有故事可读性的我来说，我只是想找本书看看人家里面的文字是怎么写的，稍微带点讲解就够了，最好能被闲来无事的拿起来看看，比如午后啊坐地铁啊睡前啊，但这本书是真乏味！,1
是绒的，适合春秋。柔软，无荧光剂，有些弹力。不好的是魔术贴打开时声音太大，也太硬了些。,2
准备卸载亚马逊了，八月中旬买的一本书，十月底了还没有安排配送，没有解释，也没有客服，要咨询还只能打电话？？要取消商品还取消不了。这样类似的事情也不是第一次了！打电话给客服，同一件商品，两次延期发货，问客服原因，客服除了一句抱歉，其他什么都没有了！！亚马逊是做大了！就可以这样随意敷衍吗！！！,0
皮带头上裂开的，材质硬邦邦的，不懂辨别真皮，皮带头的圈都没有的，上次海外购一条c.k的皮质明显比这个好多了。,0
书是旧的，油迹斑斑。很差劲，不建议大家来买。,1
怕水银的有毒，这种无毒材料设计，温度上升快。一直在用,2
思路很混乱，几次都读不下去，喜欢引用理论，太铺垫太多，结论又没有完整的体系，只能说，可能是好的科学家，但不是好作者，很失望,0
没有发到我的kindle上 怎么回事？,1
黑色箱子，一看就高大上。每个都仔细看了。没有瑕疵。,2
包裹来得很快，还是很开心的，只是一拆开·······我以后都不想在这买书了，就不能包好点吗？！,1
有史以来网购最最糟糕的一次，根本无法联系到卖家，提交的要求没有得到回复，打客服电话没有下文，就此封号,0
总体来说读起来有点慢，因为比较难懂。评两星是因为觉得这本书翻译的并不好，很多语句都很不连贯，看起来不是很舒服。我觉得像这种很深刻的书还是读原版比较好，翻译偏差比较大。,1
手机没用多久就开始侧面闪屏 最近越来越严重 请问如何处理 可否寄回维或者去华为服务点,1
买回来就感觉是别人退过的，三天慢半分钟，换货客服倒是挺不错，但是售后确实垃圾，客服转售后一直不确认，第一次亚马逊买东西，也是最后一次,0
"随书附赠的光盘是空的,不知道为什么,请亚马逊给一个回答",1
在高跟鞋里算舒服的了。 但是可能下午脚胀吧，有点痛苦。,2
性价比很高完好无损安全快速到达，只是美亚的包装太过朴素了，茶壶直接包在泡泡纸里面，套个纸箱子就来了，没有wedgwood的盒子或者纸袋，还好是自用不送人，美美的，性价比拔群,2
不保温，慎买，晚上睡前加的水，早上就不热了,1
想提高进阶下自己的电脑绘画水平，一次到位买了这款偏高端的数位板，这么久就也就挤时间试用了那么一次，总觉得不是很顺手还，盯着屏幕在黑板上画画的体验...不习惯的话有些操蛋感，只能待习惯后再谈试用感受了,2
不是残缺品就是盗版，怎么可以让这样品质的东西流入市场?,0
一个月前买的锅当是预付了四十多元的关税，锅 的价格才三百出头，今天为什么又扣了我188元的关税，请问为什么 ？,0
这个是给没学过计算机的人看的，有用的地方基本上就是介绍软件，太入门了，如果想好好研究的话，还是别买了。,1
这本书根本不值这么多钱 印刷的这都是什么,0
特别好 洗完回来放5天一点味道都没有 孩子最近长牙最喜欢啃,1
新手小白，完全不懂。照片是百分之一百实物拍摄，大家可以参考这个看一下。茶泡出来全部是渣，还有头发。看不到一片完整的树叶。我可以百分之一百确认，原材料应该全部都是一些渣滓。,1
滤壶送到时壶嘴的三角片直接就是断的，着急用就没有退货，但是对亚马逊还是有点失望的,0
书的质量可以，送货也快。但是，少了第二分册：阅读B与完型填空，180页左右的内容。,1
买书就是为了看老师的搅拌手法的 结果里面赠送的DVD根本读不出 我也是无语,0
这本书标题不错，但是就是冲着标题去的，读完后个人感觉比较浅显易读，没有很高深的感觉，有点失望了。,1
没有万能接口，没厂家，没说明书，接口根本没法用！又没法退货。,0
16号下单，20号才勉强送到，天天快递服务很不到位，没有预约送货上门，也没有派送员的电话可以联系的上，货到了，态度很不好， 箱子打开发现没有进水软管，更没有出水口的配件，而且消毒一侧的炉头还摔断了，无语,0
晕，那么贵还不是想要的。不是只讲芈月的，凑活着看吧，就是这价格有些贵了~看来都是冲着原作者来的吧,1
不知道是不是属于个别案例，这本书从75页至92页存在页码混乱，重点是故事的重要情节83-84丢失，太过分了,1
这个价钱，这个份量，有点意外，是个小本书。但印刷等还可以。,2
这本是佐藤的妻子的工作手记，也是因为商业机密的关系，所有的案例就是蜻蜓点水，没有任何干货。这本书真是让人厌恶，因为你看完了完全的达不到应有的思考和收获。文字简单，逻辑杂乱，完全是一本中年女人的絮絮叨叨。,1
还过得去，茶本身不好不坏，就是包装的易拉罐，开了易拉罐茶就是拉不出来，抽了真空的袋子四四方方的卡在罐子的边沿，我只好打开茶袋子透气了变形才抽出来。,1
亚马逊真的越来越逊了，最差物流，最差客服，没有之一！请看图，一双皮鞋7月4号已经在途，今天是8月12号，我还没收到，联系了三次客服，都告诉我会跟进，然后跟得了无声息，最奇葩的是，这样的订单还无法取消或者退款，顾客只能等待等待等待…,1
用着还可以，就是电源线太短了，比其他电磁炉的线短太多了 ！！,0
三无产品，生产厂家，地址之类的信息都没有，希望用的漆真是有机的吧,1
书好像是旧的，首先拆开快递包装以后书没有透明薄膜包着，而且书的封面也有一点破掉了,1
材质可以，没有味道，就是保温时间不是很长,2
每次购物看着我的物品迟迟拖着几天才发货，这速度也是醉了……,0
配送员竟然找错小区 连准确位置都找不到一直打电话问都听不懂 在楼下等了很久 一点都没有抱歉的意思 态度特别不好 货到付款零钱都没得找 还要自己找超市破 也没有穿工作服 希望贵公司注意一下员工培训,1
对花艺有爱好，想自学插花的可以看看，算是个起步吧,1
大人看了有点不舒服啊，特别是吃鼻屎那段。小孩子倒是挺喜欢的。对于改善小朋友挖鼻孔的坏习惯没有帮助。,2
東西很好，也没有刺鼻的味道，很容易撕掉，就是泡在水里容易脱落。,2
厂家的售后服务很及时 态度也很好 对产品的使用作了及时的协调和处理,1
膻味非常重。 解冻后加大量香料炖煮也掩盖不住。 非常怀疑这批牛肉的质量。 还买了大希地的调味牛排。 也非常不新鲜，完全吃不出牛肉味。 再也不会购买任何大希地的产品。,1
设计巧妙，构思精巧，但是质量实在不敢恭维，国产货也做的比这个好，性价比和国产的没得比,1
便宜没好货不管在那里都是对的，177买的，跟中粮的差了不是一丁半点，坏了很多，不是压坏，是过了保质期的那种坏，果柄也是干的，有十来个就已经融了，买过它的苹果不错，这个在淘宝上定义的话，必须差评！,0
背带是网格的这种，比较薄。安全扣那里相当硬。里面也很硬。感觉会硌到宝宝，特别是面朝外背的时候直接硌到肋骨那里。想退货可是太麻烦了。只好朝里背了。不推荐购买这个透气的。,1
价格便宜的同时，品质还不错。很实惠的餐酒，味道和口感绝对优于同价位的国产酒！,2
只是整体讲了个数据分析相关的内容，没什么干货。入门还可以读读。,1
跟国内实体店的比，做工粗糙，毛刺多，有味道。,1
我只收到了一盒！气死我了！花了六盒的钱只来了一盒！,0
舍友们都说太大了，我也怎么觉得，我都不想拿它逛街了,1
打的一手好广告(✪▽✪)。还有但丁传的书壳子坏了，魂淡。,1
人的齿音很重，并且很靠前，感觉与背景音乐分离了（听得时间较长之后），低音还不错啦，对得住这个价钱，高音比较暗，没有通透感，这个是真的。戴的时间长了耳朵会痛（大概一小时左右） 还有一点就是线材真的很硬，听诊器效果很明显。,1
闻起来很香，最开始放的有点多，但后来，味道真的很赞！,2
就是简单的粘贴，价格很便宜，粘了几次都一个一个的被孩子扔掉了。,1
彻底坏了 哎 还不如国产的扛用 彻底坏了 哎 还不如国产的扛用 彻底坏了 哎 还不如国产的扛用 里面的东西全废了,0
生活的哲理很多时候用故事的形式展示往往比直接长篇大论说出来好多了。,2
内容设计的范围很广，生活、工作、思想、消费都有，可以选择性的翻阅，每篇内容都不长，切都有现实案例进行解释，通俗易懂！！,1
鞋子本身很轻便，但不是我喜欢的类型。太单薄了，非常单薄，感觉只适合夏天和晚春初秋穿咯,2
锋利度还可以，就是剪刀像是旧的一样，上边好多划痕，幸好是自用，将就了，退换太麻烦。介意的考虑别的款吧，真心划痕太明显了,2
画质比不上用了大几年的 Samsung 电脑显示器，低端电视还是只能当电视用吧,1
本书内容与物联网没直接内在联系，重点对嵌入式C做了解析，同时对linux内核的主要宏进行了说明，对指针的描述比较使用和到位 本书有很好的参考价值，适合入门，深度不够。,2
质量很好，充电 快，再也不用烦恼在车上手机突然没电的问题了,2
应该是复合板或密度板，不是实木板，有浓浓的胶水味，还是不太适合小朋友。,1
在亚马逊（直营）买酒不是第一次了，一直以来都觉得品质有保证，所以这次也放心的在这订了，完全没有考虑到某东或是其他电商。但却头一次碰到了瓶口破损，酒漏出来的情况。 电话联系亚马逊的客服，和接线员简单的说了下具体情况，首先得到的答复就是不予退货。虽然口气柔和，但这样的答复很难让人满意。随后，客服又提出赔偿30元代金券的解决方案，不希望客服难堪，所以当然也没多说，但在这里想申明的是，我不是要饭的，不差这30元代金券。这样一瓶破损，而且漏酒的葡萄酒，拿来也只能扔了而已。我只希望你给我退换一瓶包装完好的而已，这么合理的理由也要想方设法找理由减小自己的损失，我想问你还是那个亚马逊吗？！整个过程中，客服强调是快递公司在运输过程中造成的问题。我想问的是，运送过程中的问题应该由我来承担吗？并不应该是这样吧！ 整件事情的重点就在于，亚马逊明确写明要快递员送货时要开箱验货，收货之后便不予退换。但前提是快递员要和本人联系上门送货，或者到小区楼下收货才对。但该商品到货后，快递员未和本人联系，更不用说当场开箱验货了。亚马逊既然找了这家快递公司，首先就应该对该快递公司提出相应的要求，而不是在客户没有接到快递员电话通知取件的情况下，要求客户凭空开箱验货。更不想听到客服在换货的时候说破例给你退换！因为整件事情的责任，就算不完全是在亚马逊，想要推卸责任也是极不应该的。 最后客服还是说给换一瓶，但整个经历让我感受不到以前亚马逊那种担当了，很失望！以后也要重新考虑要不要再亚马逊继续购物（随手附两张打开包装的照片。外包装稍有破损，但并无异样。保护酒瓶的气垫破损。瓶口金属封口破损并不像是受到猛烈撞击，倒像是磨损产生。）,0
便宜实惠，秒杀的79，就是晚上不拔电源，有蓝色的光,2
用过一年多，时间怎么不准呢? 越来越快？电子表怎么这样呢？垃圾呀,0
贴膜买了2个了，从前 用benks没这样啊，这是多纠结啊，三个多月换了2个贴膜了，以为是自己不小心，结果是它总是莫名其妙的就裂开了,0
虽然我本身是一个反鸡汤的读者，但是鸡汤在这社会有其存在的价值。愿能从中得到共鸣。,1
质量很好 价格公道 物流也很快 没几天就收到了收到后就使用了 不错,2
家装，昨日刚打开安装使用，材质很轻薄。之前也买过一个同品牌洗衣机龙头，拆下来用手掂了一下，居然比这大的还重，怀疑买到假货了。,0
唯一有点小小的不足，塑料卡后在没穿之前很容易开，但穿在身上的时候没有发生过自己打开的现象,2
苦味略重，不能多吃啊。吃太多的话舌根就苦苦的了。,1
包本身不错，轻便，但是拿到货以后，发现包上发霉的地方比较多，只好退货了。,1
关于自身修炼，一本不可多得的方法论图书。继续研读，突破自我,2
兑水了，很稀。而且洗衣液都不是透明的，是那种乳液状的，用过这么多也没见过这种稀乳液一样的，而且没有任何粘稠度。,0
高脚背的需要多忍耐，新鞋可能穿一阵子才会比较舒服,1
书的内容当然很好 可是书寄来封面挺旧 且有折痕 还有错字 不大满意,1
为什么没有碟片呢？书里面很多都有听力的？要是有碟片差不多5星,1
买的时候看了产地：中国（浅黄色） 收到货的时候打开一看 标牌上赫然印着：产地：越南。不想说什么了,1
刚收到就发现降价了，还没办法退差价，什么吗！,0
好大一罐，发货速度点快，防伪标志显示是正品,2
亚马逊物流速度快，但商品与描述不一致像素没有那么高。439的价格也就这样了。,1
日本人写的，有些地方翻译的确实匪夷所思，译者的水平欠佳.....如果能读原汁原味的日文版会不会好一点？,1
大概看了下，内容还行。 包装和配送太次了，我一定要评价这个！！ 包装就一个塑料袋，还破的跟没有一样，书都漏出一半了。 书角也皱了，还粘了灰和黑色污迹，跟二手有啥区别？ 包装上也没写电话，尼玛21号就到了，一直不送，26号我打电话投诉才说是没留电话，呵呵。 简直不敢相信这包装和物流服务会烂到这种地步，以后再从亚马逊买书我就剁手！！,0
比较方便就贴上了，但对于这个价位的膜来说没有同时赠送贴膜必备的工具有点奇怪。 我还是用之前其他膜赠送的工具贴上的，不用工具的话我估计会很容易出现水泡。,1
快递太不给力，有电梯都不愿意拿上来，烦死了！下次不到卓越买了。,1
几乎每颗珍珠上都有凹坑，这简直不能带。太信任亚马逊，到货后没有验货。结果是不退货了！,0
不愧是大神写的东西，很有启发，也很有借鉴意义，值得学习。 很好，以前从不去评价，不知道浪费了多少积分，现在知道积分可以换钱，就要好好评价了，后来我就把这段话复制走了，既能赚积分，还省事，走到哪复制到哪，最重要的是，不用认真的评论了，不用想还差多少字，直接发,1
"整本书从头到尾尽是赞美和感叹的词藻,还有大量语言重复,谈不上是传记,也不能称之wei为散文。这个作者的作品我大概是不会再拜读了。",1
音质很一般，模糊，对要求不高的人来说还行吧。,1
花生酱十月底买的，十一月一号收到货。一看保质期到明年一月初，等于就剩两月，属于即将过期产品，本想退货但一看不能退，希望下次类似情况标注清楚保质期，消费者在买的时候才能做出选择。一直信任亚马逊，这次是非常失望的一次购物,1
最后退了。样式真是喜欢，但是音质真不好。 煲了5天，低音还是没有的样子，查了网评，也都说低音不好。 哎，和beats中和一下多好！,1
不推荐后续再有人购买。 不推荐后续再有人购买。不推荐后续再有人购买。 不推荐后续再有人购买。 不推荐后续再有人购买。,1
这部电影我差不多已经看过五六遍了超喜欢，本来想买精装的书，但是没有货了，就买的平装的。不过也不错。,2
质量不行，太薄，穿一次洗了就起球，感觉有漏洞。,1
才用了三个月就已经不亮了！寿命最短的led灯没有之一！售后也联系不上！买灯还是得买大厂的，个人建议！,0
漫威历史经典之作，甚至影响到现在为止整个漫画世界包括现实世界的读者。,2
有点乱，像随记，不过可以了解到最新实践经验。,2
保温效果不好。。。收到也只有一个瓶子，没有包装。。。,0
手感如质量好的垃圾袋，但收到的有破损，所以退了。,1
比想象的好，刷头很细腻，质量手感很满意。期待好的效果哦,2
书的内容很空洞，生硬的教条主义。不值得购买和阅读。,0
短裤很厚 不理解牛仔短裤为什么要那么厚 是给夏天穿的吗？退运费用高 所以算了,1
到货是散件，除了后轮和链条别的都是散件。装了两个小时，轴承和刹车要特别注意调整松紧。装好才发现后轮漏气打算出去修退还货太麻烦了。难道要再拆一边？后来检查是气门芯没上紧，总体质量尚可，给四颗星吧。,2
加热快，没有刺眼的辐射，我放在浴室用，很适合家里有小婴儿用,2
功能性挺好的，身上出汗了仍然保持干爽。是光面的布料，不是很喜欢，可能速干衣都这样。用某通快递送货速度慢，衣服领子还有一个明显折痕，穿了半个月才慢慢消掉。,1
好像比标准好大一点，对脚宽的人很友好，因为略长一点，有点不够包脚，需要垫一层薄薄的鞋垫才刚好。,2
还没看，大概翻了下，还不错，就是书有折痕，感觉是旧书,1
第一次购买时给我发的和我日本买回来是一样的，第二次一下买了两包，结果就和之前的不一样了，一直都是默认好评，这次是对亚马逊很失望！,0
包装不能够再简陋了 随便套一个塑料袋 袋子还没封口 下雨天送过来 浴盆都弄脏了 边缘全是其它货物划花的痕迹 用酒精擦了很久才勉强擦掉 亚马逊的快递真是差京东一百条街,0
物流很快，用了不到一周，表带就开始掉皮，特意看了原来的评论没有沾水，用的很仔细，还是掉皮！朋友美国购买的同款用了一年多表带都完好。严重怀疑亚马逊会不会真假混卖，表带的质量差的太远,1
发货很有速度，防震包装打包的很好，灯光也很明亮，下次也会回来买的,2
我根本就不想打星！这个卡诗洗发水绝对是假的！洗了头皮痒，头发假滑！刚开始我还心理安慰自己，觉得可能是不适合，我自己又在专柜买了一瓶来对比，从印刷到质地到香味以及洗完的感觉根本就不一样！亚马逊自营卖假货！,0
虽然快递很快，但是书都坏了，一点都不开心。因此只能给两个星了,1
包装都没有 书都损坏了！包装都没有 书都损坏了！,0
走线不好，多处明显线头啊，然后色差还是有的，很容易脏。应该是正品，可惜产地不是越南。但我对北极狐暖黄的一见钟情还是战胜了它所有的缺点。(ಡωಡ),1
只有广州一个保修点，要寄去给他们检测，他们决定能不能保修；收费你只能听候发落，他们决定要收你多少钱；要多少钱你就像孙子一样准备好清空你的口袋吧。这儿耳机已经让我亏大了，我特么还要在保修期内花买耳机一半的钱换条线。TMDTMDTMD，我去年买了个表，毁在了这破耳机上。,0
1、希望改善沟通方式，准确预计到货时间；2、希望加强质量检查。,0
生活无常，理解每个人都有难处，这样心更宽，心静，一切都那么自然，不美好的事情不一定好糟糕，它总带给我们对生命的领悟，放开内心，接受一切，所有的一切是注定与必然，那我们能做的是改变我们的内心态度，选择快乐生活,0
本人标准身材，175公分，80公斤，根据商品介绍，选择L号，收到后一看，吃惊不小。是缩小版的儿童皮带吗？本想退换，一看运费这么贵，算了。就当买个教训吧。,1
包装没有放充气垫，耳机的包装盒被砸出了一个坑，以前买几本书亚马逊都有充气垫打包，这次电子产品，也不知道打包员怎么想的,1
